Start Time,End Time,Duration,expName,Version,subjectID,timingFile,Session,Event,Sound Type
2021-11-17 15:25:02.925,2021-11-17 15:25:04.409,1.484594,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:04.421,2021-11-17 15:25:04.426,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:25:04.437,2021-11-17 15:25:07.421,2.983954,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:07.432,2021-11-17 15:25:07.437,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:07.448,2021-11-17 15:25:10.432,2.984225,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:10.446,2021-11-17 15:25:10.452,0.005952,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:10.462,2021-11-17 15:25:12.445,1.982392,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:12.456,2021-11-17 15:25:12.461,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:12.472,2021-11-17 15:25:14.207,1.735722,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:14.218,2021-11-17 15:25:14.223,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:14.234,2021-11-17 15:25:17.219,2.985359,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:17.231,2021-11-17 15:25:17.236,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:17.247,2021-11-17 15:25:19.732,2.485674,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:19.744,2021-11-17 15:25:19.748,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:25:19.759,2021-11-17 15:25:22.744,2.985578,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:22.755,2021-11-17 15:25:22.760,0.004976,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:22.771,2021-11-17 15:25:24.506,1.73518,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:24.518,2021-11-17 15:25:24.523,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:24.534,2021-11-17 15:25:27.269,2.735444,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:27.281,2021-11-17 15:25:27.286,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:27.299,2021-11-17 15:25:29.032,1.733392,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:29.044,2021-11-17 15:25:29.048,0.004463,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:25:29.058,2021-11-17 15:25:31.544,2.485586,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:31.555,2021-11-17 15:25:31.560,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:31.570,2021-11-17 15:25:32.805,1.235043,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:32.817,2021-11-17 15:25:32.821,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:32.832,2021-11-17 15:25:34.818,1.985713,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:34.829,2021-11-17 15:25:34.834,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:34.845,2021-11-17 15:25:37.079,2.234317,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:37.091,2021-11-17 15:25:37.096,0.004463,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:37.107,2021-11-17 15:25:39.093,1.986155,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:39.104,2021-11-17 15:25:39.110,0.005952,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:39.120,2021-11-17 15:25:40.354,1.234142,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:40.368,2021-11-17 15:25:40.373,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\NNTHUD.WAV,Novel
2021-11-17 15:25:40.383,2021-11-17 15:25:43.366,2.982818,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:43.378,2021-11-17 15:25:43.382,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:43.393,2021-11-17 15:25:44.878,1.484391,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:44.889,2021-11-17 15:25:44.894,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:44.905,2021-11-17 15:25:45.889,0.984876,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:45.901,2021-11-17 15:25:45.906,0.004961,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:45.917,2021-11-17 15:25:47.401,1.484128,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:47.413,2021-11-17 15:25:47.419,0.005456,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:47.430,2021-11-17 15:25:50.164,2.733418,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:50.176,2021-11-17 15:25:50.180,0.004426,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\BOROYAL2.WAV,Novel
2021-11-17 15:25:50.191,2021-11-17 15:25:52.175,1.984483,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:52.187,2021-11-17 15:25:52.191,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:52.202,2021-11-17 15:25:53.187,0.98506,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:53.198,2021-11-17 15:25:53.203,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:53.214,2021-11-17 15:25:55.449,2.234408,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:55.460,2021-11-17 15:25:55.465,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:55.476,2021-11-17 15:25:58.461,2.984513,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:58.472,2021-11-17 15:25:58.477,0.004958,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:25:58.487,2021-11-17 15:25:59.973,1.485129,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:25:59.984,2021-11-17 15:25:59.988,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:25:59.999,2021-11-17 15:26:02.484,2.484738,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:02.496,2021-11-17 15:26:02.500,0.004961,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:02.512,2021-11-17 15:26:04.747,2.234762,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:04.758,2021-11-17 15:26:04.764,0.005468,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:04.774,2021-11-17 15:26:06.009,1.234193,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:06.020,2021-11-17 15:26:06.025,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:06.037,2021-11-17 15:26:07.271,1.233224,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:07.284,2021-11-17 15:26:07.289,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\NNHELICO.WAV,Novel
2021-11-17 15:26:07.300,2021-11-17 15:26:08.283,0.982443,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:08.294,2021-11-17 15:26:08.299,0.004928,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:08.308,2021-11-17 15:26:10.794,2.485602,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:10.805,2021-11-17 15:26:10.810,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:10.821,2021-11-17 15:26:13.305,2.484221,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:13.317,2021-11-17 15:26:13.322,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:13.333,2021-11-17 15:26:14.568,1.23564,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:14.579,2021-11-17 15:26:14.584,0.004463,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:26:14.595,2021-11-17 15:26:17.331,2.736552,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:17.343,2021-11-17 15:26:17.348,0.004949,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:17.360,2021-11-17 15:26:20.094,2.733989,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:20.105,2021-11-17 15:26:20.109,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:20.120,2021-11-17 15:26:22.355,2.234807,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:22.366,2021-11-17 15:26:22.371,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:22.381,2021-11-17 15:26:23.866,1.484934,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:23.878,2021-11-17 15:26:23.883,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:23.894,2021-11-17 15:26:26.129,2.235475,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:26.142,2021-11-17 15:26:26.148,0.005456,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\HNCOUGH2.WAV,Novel
2021-11-17 15:26:26.158,2021-11-17 15:26:27.391,1.233236,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:27.403,2021-11-17 15:26:27.407,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:27.419,2021-11-17 15:26:30.154,2.735401,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:30.166,2021-11-17 15:26:30.171,0.004945,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:30.181,2021-11-17 15:26:31.667,1.485703,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:31.678,2021-11-17 15:26:31.683,0.005422,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:31.694,2021-11-17 15:26:33.679,1.985014,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:33.691,2021-11-17 15:26:33.696,0.004922,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:33.706,2021-11-17 15:26:35.942,2.2355,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:35.953,2021-11-17 15:26:35.959,0.005456,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:35.971,2021-11-17 15:26:38.954,2.98322,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:38.968,2021-11-17 15:26:38.972,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\BNLIMPKN.WAV,Novel
2021-11-17 15:26:38.983,2021-11-17 15:26:40.966,1.982406,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:40.977,2021-11-17 15:26:40.981,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:40.991,2021-11-17 15:26:43.477,2.485172,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:43.488,2021-11-17 15:26:43.492,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:43.503,2021-11-17 15:26:46.489,2.985813,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:46.501,2021-11-17 15:26:46.505,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:46.516,2021-11-17 15:26:48.002,1.485568,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:48.012,2021-11-17 15:26:48.017,0.004921,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:48.027,2021-11-17 15:26:50.264,2.2365,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:50.279,2021-11-17 15:26:50.284,0.005444,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\VNGAME1.WAV,Novel
2021-11-17 15:26:50.297,2021-11-17 15:26:53.027,2.730231,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:53.039,2021-11-17 15:26:53.043,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:53.055,2021-11-17 15:26:56.039,2.984545,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:56.050,2021-11-17 15:26:56.055,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:56.066,2021-11-17 15:26:58.302,2.236315,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:58.314,2021-11-17 15:26:58.319,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:58.330,2021-11-17 15:26:59.814,1.484228,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:26:59.826,2021-11-17 15:26:59.831,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:26:59.842,2021-11-17 15:27:02.576,2.734076,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:02.587,2021-11-17 15:27:02.592,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:02.603,2021-11-17 15:27:04.588,1.98472,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:04.602,2021-11-17 15:27:04.606,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\NNCAR.WAV,Novel
2021-11-17 15:27:04.617,2021-11-17 15:27:07.600,2.982433,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:07.612,2021-11-17 15:27:07.617,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:07.628,2021-11-17 15:27:09.862,2.234756,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:09.874,2021-11-17 15:27:09.878,0.00445,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:09.889,2021-11-17 15:27:11.375,1.486066,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:11.387,2021-11-17 15:27:11.391,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:11.402,2021-11-17 15:27:14.137,2.734968,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:14.148,2021-11-17 15:27:14.153,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:14.164,2021-11-17 15:27:15.900,1.736072,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:15.912,2021-11-17 15:27:15.918,0.005952,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\HNCLAP.WAV,Novel
2021-11-17 15:27:15.929,2021-11-17 15:27:17.162,1.233167,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:17.173,2021-11-17 15:27:17.178,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:17.189,2021-11-17 15:27:19.673,2.484204,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:19.685,2021-11-17 15:27:19.690,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:19.701,2021-11-17 15:27:21.185,1.484235,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:21.197,2021-11-17 15:27:21.201,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:21.212,2021-11-17 15:27:22.698,1.485778,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:22.710,2021-11-17 15:27:22.716,0.005457,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound\HNBELCH2.WAV,Novel
2021-11-17 15:27:22.726,2021-11-17 15:27:24.209,1.482863,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:24.220,2021-11-17 15:27:24.225,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:24.236,2021-11-17 15:27:26.221,1.984855,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:26.232,2021-11-17 15:27:26.236,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:26.247,2021-11-17 15:27:27.232,0.984907,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:27.244,2021-11-17 15:27:27.248,0.004462,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:27.261,2021-11-17 15:27:29.994,2.733456,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:30.005,2021-11-17 15:27:30.010,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:27:30.021,2021-11-17 15:27:32.506,2.485171,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:32.518,2021-11-17 15:27:32.523,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:32.535,2021-11-17 15:27:34.767,2.232757,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:34.778,2021-11-17 15:27:34.783,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:34.794,2021-11-17 15:27:36.529,1.735047,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:36.540,2021-11-17 15:27:36.545,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:36.555,2021-11-17 15:27:39.540,2.984805,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:39.551,2021-11-17 15:27:39.556,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:39.567,2021-11-17 15:27:40.802,1.235435,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:40.813,2021-11-17 15:27:40.818,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:40.828,2021-11-17 15:27:42.064,1.235564,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:42.075,2021-11-17 15:27:42.080,0.00496,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PN650HZ.WAV,Deviant
2021-11-17 15:27:42.091,2021-11-17 15:27:43.826,1.734338,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:43.838,2021-11-17 15:27:43.842,0.004463,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:27:43.853,2021-11-17 15:27:46.588,2.734462,Auditory Oddball Task,1,1,timing/0.csv,1,Interval,None
2021-11-17 15:27:46.599,2021-11-17 15:27:46.604,0.004464,Auditory Oddball Task,1,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
