TimeStamp,expName,Version,subjectID,Session,Event
2021-11-17 15:24:11.669,Auditory Oddball Task,1,1,1,task started
2021-11-17 15:24:12.622,Auditory Oddball Task,1,1,1,Message: Press 5 to continue
2021-11-17 15:24:13.711,Auditory Oddball Task,1,1,1,5 pressed
2021-11-17 15:24:13.718,Auditory Oddball Task,1,1,1,No sound (start)
2021-11-17 15:24:33.722,Auditory Oddball Task,1,1,1,No sound (end)
2021-11-17 15:24:33.984,Auditory Oddball Task,1,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:24:33.990,Auditory Oddball Task,1,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:24:34.000,Auditory Oddball Task,1,1,1,Interval (start)
2021-11-17 15:24:36.735,Auditory Oddball Task,1,1,1,Interval (end)
2021-11-17 15:24:36.748,Auditory Oddball Task,1,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:24:36.752,Auditory Oddball Task,1,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:24:36.763,Auditory Oddball Task,1,1,1,Interval (start)
2021-11-17 15:24:39.248,Auditory Oddball Task,1,1,1,Interval (end)
2021-11-17 15:24:39.260,Auditory Oddball Task,1,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:24:39.265,Auditory Oddball Task,1,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:24:39.276,Auditory Oddball Task,1,1,1,Interval (start)
2021-11-17 15:24:41.261,Auditory Oddball Task,1,1,1,Interval (end)
2021-11-17 15:24:41.273,Auditory Oddball Task,1,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:24:41.277,Auditory Oddball Task,1,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:24:41.288,Auditory Oddball Task,1,1,1,Interval (start)
2021-11-17 15:24:43.522,Auditory Oddball Task,1,1,1,Interval (end)
2021-11-17 15:24:43.534,Auditory Oddball Task,1,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:24:43.539,Auditory Oddball Task,1,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:24:43.550,Auditory Oddball Task,1,1,1,Interval (start)
2021-11-17 15:24:44.784,Auditory Oddball Task,1,1,1,Interval (end)
2021-11-17 15:24:44.796,Auditory Oddball Task,1,1,1,Sound played (start):sound/PO500HZ.WAV
2021-11-17 15:24:44.801,Auditory Oddball Task,1,1,1,Sound played (end):sound/PO500HZ.WAV
2021-11-17 15:24:44.812,Auditory Oddball Task,1,1,1,Interval (start)
