Start Time,End Time,Duration,expName,Version,subjectID,timingFile,Session,Event,Sound Type
2021-11-17 15:44:26.453,2021-11-17 15:44:46.462,20.009,Auditory Oddball Task,1.0,1,timing/0.csv,1,No sound,None
2021-11-17 15:44:46.548,2021-11-17 15:44:46.551,0.003,Auditory Oddball Task,1.0,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:44:46.558,2021-11-17 15:44:49.474,2.916,Auditory Oddball Task,1.0,1,timing/0.csv,1,Interval,None
2021-11-17 15:44:49.484,2021-11-17 15:44:49.488,0.004,Auditory Oddball Task,1.0,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:44:49.497,2021-11-17 15:44:51.986,2.489,Auditory Oddball Task,1.0,1,timing/0.csv,1,Interval,None
2021-11-17 15:44:51.994,2021-11-17 15:44:51.997,0.003,Auditory Oddball Task,1.0,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:44:52.004,2021-11-17 15:44:54.000,1.996,Auditory Oddball Task,1.0,1,timing/0.csv,1,Interval,None
2021-11-17 15:44:54.007,2021-11-17 15:44:54.010,0.003,Auditory Oddball Task,1.0,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
2021-11-17 15:44:54.018,2021-11-17 15:44:56.264,2.246,Auditory Oddball Task,1.0,1,timing/0.csv,1,Interval,None
2021-11-17 15:44:56.271,2021-11-17 15:44:56.274,0.003,Auditory Oddball Task,1.0,1,timing/0.csv,1,Sound played:sound/PO500HZ.WAV,Standard
