expName,Version,subjectID,Session Number,Section,Start Time,End Time,Duration,Block Count,Trial Count,Image Displayed,Flanker,Direction,Correct Answer,Cell Number,User Response,Correct or Incorrect,User Response TimeStamp,User Response Time
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:02:57,04/01/22 10:02:57,0.422103,1,9,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:02:57,04/01/22 10:02:59,1.735037,,9,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:02:59,04/01/22 10:02:59,0.525708,1,9,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:02:59,04/01/22 10:03:00,0.403865,1,10,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:00,04/01/22 10:03:00,0.421162,1,10,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:00,04/01/22 10:03:02,1.719713,,10,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:02,04/01/22 10:03:03,0.521209,1,10,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:03,04/01/22 10:03:03,0.486283,1,11,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:03,04/01/22 10:03:03,0.430125,1,11,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:03,04/01/22 10:03:05,1.735861,,11,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:05,04/01/22 10:03:06,0.525341,1,11,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:06,04/01/22 10:03:06,0.463937,1,12,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:06,04/01/22 10:03:07,0.429542,1,12,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:07,04/01/22 10:03:08,1.735709,,12,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:08,04/01/22 10:03:09,0.514884,1,12,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:09,04/01/22 10:03:09,0.616101,1,13,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:09,04/01/22 10:03:10,0.412595,1,13,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:10,04/01/22 10:03:12,1.715735,,13,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:12,04/01/22 10:03:12,0.520147,1,13,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:12,04/01/22 10:03:13,0.522039,1,14,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:13,04/01/22 10:03:13,0.422108,1,14,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:13,04/01/22 10:03:15,1.728688,,14,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:15,04/01/22 10:03:15,0.53265,1,14,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:15,04/01/22 10:03:16,0.481151,1,15,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:16,04/01/22 10:03:16,0.423582,1,15,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:16,04/01/22 10:03:18,1.717784,,15,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:18,04/01/22 10:03:18,0.505111,1,15,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:18,04/01/22 10:03:19,0.566847,1,16,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:19,04/01/22 10:03:19,0.422206,1,16,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:19,04/01/22 10:03:21,1.730481,,16,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:21,04/01/22 10:03:22,0.528638,1,16,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:22,04/01/22 10:03:22,0.423736,1,17,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:22,04/01/22 10:03:23,0.419212,1,17,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:23,04/01/22 10:03:24,1.722981,,17,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:24,04/01/22 10:03:25,0.524733,1,17,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:25,04/01/22 10:03:25,0.560794,1,18,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:25,04/01/22 10:03:26,0.437154,1,18,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:26,04/01/22 10:03:28,1.730657,,18,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:28,04/01/22 10:03:28,0.51413,1,18,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:28,04/01/22 10:03:29,0.488391,1,19,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:29,04/01/22 10:03:29,0.432221,1,19,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:29,04/01/22 10:03:31,1.735908,,19,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:31,04/01/22 10:03:31,0.520263,1,19,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:31,04/01/22 10:03:32,0.5685,1,20,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:32,04/01/22 10:03:32,0.429562,1,20,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:32,04/01/22 10:03:34,1.734741,,20,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:34,04/01/22 10:03:35,0.525197,1,20,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:35,04/01/22 10:03:35,0.404708,1,21,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:35,04/01/22 10:03:35,0.422326,1,21,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:35,04/01/22 10:03:37,1.734825,,21,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:37,04/01/22 10:03:38,0.526064,1,21,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:38,04/01/22 10:03:38,0.496844,1,22,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:38,04/01/22 10:03:39,0.430484,1,22,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:39,04/01/22 10:03:40,1.735871,,22,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:40,04/01/22 10:03:41,0.526007,1,22,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:41,04/01/22 10:03:41,0.549175,1,23,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:41,04/01/22 10:03:42,0.418616,1,23,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:42,04/01/22 10:03:44,1.729626,,23,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:44,04/01/22 10:03:44,0.521744,1,23,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:44,04/01/22 10:03:45,0.548468,1,24,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:45,04/01/22 10:03:45,0.424248,1,24,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:45,04/01/22 10:03:47,1.728923,,24,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:47,04/01/22 10:03:47,0.522265,1,24,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:47,04/01/22 10:03:48,0.405255,1,25,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:48,04/01/22 10:03:48,0.422406,1,25,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:48,04/01/22 10:03:50,1.737126,,25,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:50,04/01/22 10:03:50,0.517269,1,25,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:50,04/01/22 10:03:51,0.539288,1,26,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:51,04/01/22 10:03:51,0.440182,1,26,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:51,04/01/22 10:03:53,1.711039,,26,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:53,04/01/22 10:03:54,0.510674,1,26,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:54,04/01/22 10:03:54,0.586408,1,27,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:54,04/01/22 10:03:55,0.410738,1,27,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:55,04/01/22 10:03:56,1.738718,,27,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:56,04/01/22 10:03:57,0.58703,1,27,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:03:57,04/01/22 10:03:57,0.351601,1,28,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:03:57,04/01/22 10:03:58,0.41416,1,28,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:03:58,04/01/22 10:03:59,1.713697,,28,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:03:59,04/01/22 10:04:00,0.510041,1,28,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:04:00,04/01/22 10:04:01,0.602285,1,29,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:04:01,04/01/22 10:04:01,0.420138,1,29,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:04:01,04/01/22 10:04:03,1.737681,,29,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:04:03,04/01/22 10:04:03,0.510267,1,29,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:04:03,04/01/22 10:04:04,0.484973,1,30,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:04:04,04/01/22 10:04:04,0.417223,1,30,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:04:04,04/01/22 10:04:06,1.72992,,30,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:04:06,04/01/22 10:04:06,0.50955,1,30,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:04:06,04/01/22 10:04:07,0.39326,1,31,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:04:07,04/01/22 10:04:07,0.42399,1,31,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:04:07,04/01/22 10:04:09,1.738681,,31,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:04:09,04/01/22 10:04:09,0.53443,1,31,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:04:10,04/01/22 10:04:10,0.52689,1,32,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:04:10,04/01/22 10:04:10,0.418752,1,32,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:04:10,04/01/22 10:04:12,1.712346,,32,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:04:12,04/01/22 10:04:13,0.509374,1,32,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:04:13,04/01/22 10:04:13,0.53611,1,33,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:04:13,04/01/22 10:04:14,0.409122,1,33,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:04:14,04/01/22 10:04:15,1.737319,,33,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:04:15,04/01/22 10:04:16,0.535831,1,33,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:04:16,04/01/22 10:04:16,0.359309,1,34,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:04:16,04/01/22 10:04:17,0.432007,1,34,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:04:17,04/01/22 10:04:18,1.737787,,34,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:04:18,04/01/22 10:04:19,0.535248,1,34,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:04:19,04/01/22 10:04:19,0.475916,1,35,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:04:19,04/01/22 10:04:20,0.417628,1,35,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:04:20,04/01/22 10:04:22,1.712271,,35,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:04:22,04/01/22 10:04:22,0.517748,1,35,,,,,,,,,
FlankerTask,1,1,1,Waiting for scanner,04/01/22 10:04:22,04/01/22 10:09:30,307.851401,2,,,,,,,,,,
FlankerTask,1,1,1,Get Ready Screen,04/01/22 10:09:30,04/01/22 10:09:38,8.07703,2,,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:09:38,04/01/22 10:09:39,0.633601,2,0,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:09:39,04/01/22 10:09:39,0.419728,2,0,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:09:39,04/01/22 10:09:41,1.721387,,0,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:09:41,04/01/22 10:09:41,0.539081,2,0,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:09:41,04/01/22 10:09:42,0.463702,2,1,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:09:42,04/01/22 10:09:42,0.414414,2,1,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:09:42,04/01/22 10:09:44,1.721089,,1,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:09:44,04/01/22 10:09:45,0.539923,2,1,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:09:45,04/01/22 10:09:45,0.513823,2,2,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:09:45,04/01/22 10:09:45,0.413539,2,2,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:09:45,04/01/22 10:09:47,1.721429,,2,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:09:47,04/01/22 10:09:48,0.538631,2,2,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:09:48,04/01/22 10:09:48,0.480548,2,3,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:09:48,04/01/22 10:09:49,0.422433,2,3,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:09:49,04/01/22 10:09:50,1.745405,,3,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:09:50,04/01/22 10:09:51,0.540233,2,3,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:09:51,04/01/22 10:09:52,0.58126,2,4,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:09:52,04/01/22 10:09:52,0.420657,2,4,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:09:52,04/01/22 10:09:54,1.745969,,4,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:09:54,04/01/22 10:09:54,0.538784,2,4,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:09:54,04/01/22 10:09:55,0.531224,2,5,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:09:55,04/01/22 10:09:55,0.421847,2,5,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:09:55,04/01/22 10:09:57,1.746442,,5,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:09:57,04/01/22 10:09:57,0.539797,2,5,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:09:57,04/01/22 10:09:58,0.480292,2,6,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:09:58,04/01/22 10:09:58,0.419596,2,6,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:09:58,04/01/22 10:10:00,1.745771,,6,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:00,04/01/22 10:10:01,0.539961,2,6,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:01,04/01/22 10:10:01,0.447495,2,7,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:01,04/01/22 10:10:02,0.431639,2,7,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:02,04/01/22 10:10:03,1.722364,,7,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:03,04/01/22 10:10:04,0.586695,2,7,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:04,04/01/22 10:10:04,0.556032,2,8,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:04,04/01/22 10:10:05,0.421271,2,8,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:05,04/01/22 10:10:07,1.714039,,8,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:07,04/01/22 10:10:07,0.534428,2,8,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:07,04/01/22 10:10:08,0.3914,2,9,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:08,04/01/22 10:10:08,0.417798,2,9,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:08,04/01/22 10:10:10,1.713552,,9,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:10,04/01/22 10:10:10,0.530452,2,9,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:10,04/01/22 10:10:11,0.395998,2,10,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:11,04/01/22 10:10:11,0.417891,2,10,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:11,04/01/22 10:10:13,1.740804,,10,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:13,04/01/22 10:10:13,0.520313,2,10,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:13,04/01/22 10:10:14,0.563357,2,11,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:14,04/01/22 10:10:14,0.422872,2,11,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:14,04/01/22 10:10:16,1.721362,,11,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:16,04/01/22 10:10:17,0.539451,2,11,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:17,04/01/22 10:10:17,0.50531,2,12,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:17,04/01/22 10:10:17,0.420541,2,12,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:17,04/01/22 10:10:19,1.721114,,12,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:19,04/01/22 10:10:20,0.539719,2,12,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:20,04/01/22 10:10:20,0.397351,2,13,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:20,04/01/22 10:10:21,0.432045,2,13,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:21,04/01/22 10:10:22,1.720355,,13,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:22,04/01/22 10:10:23,0.539148,2,13,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:23,04/01/22 10:10:23,0.46726,2,14,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:23,04/01/22 10:10:24,0.431976,2,14,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:24,04/01/22 10:10:25,1.725576,,14,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:25,04/01/22 10:10:26,0.512643,2,14,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:26,04/01/22 10:10:26,0.412132,2,15,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:26,04/01/22 10:10:27,0.417433,2,15,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:27,04/01/22 10:10:29,1.721561,,15,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:29,04/01/22 10:10:29,0.517827,2,15,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:29,04/01/22 10:10:30,0.48357,2,16,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:30,04/01/22 10:10:30,0.417758,2,16,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:30,04/01/22 10:10:32,1.714639,,16,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:32,04/01/22 10:10:32,0.522615,2,16,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:32,04/01/22 10:10:33,0.383308,2,17,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:33,04/01/22 10:10:33,0.416241,2,17,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:33,04/01/22 10:10:35,1.721502,,17,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:35,04/01/22 10:10:35,0.524289,2,17,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:35,04/01/22 10:10:36,0.405827,2,18,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:36,04/01/22 10:10:36,0.422075,2,18,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:36,04/01/22 10:10:38,1.716208,,18,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:38,04/01/22 10:10:38,0.529482,2,18,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:38,04/01/22 10:10:39,0.582438,2,19,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:39,04/01/22 10:10:39,0.428191,2,19,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:39,04/01/22 10:10:41,1.720043,,19,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:41,04/01/22 10:10:42,0.520842,2,19,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:42,04/01/22 10:10:42,0.509894,2,20,,,,,,,,,
