expName,Version,subjectID,Session Number,Section,Start Time,End Time,Duration,Block Count,Trial Count,Image Displayed,Flanker,Direction,Correct Answer,Cell Number,User Response,Correct or Incorrect,User Response TimeStamp,User Response Time
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:42,04/01/22 10:10:43,0.411626,2,20,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:43,04/01/22 10:10:44,1.722822,,20,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:44,04/01/22 10:10:45,0.504666,2,20,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:45,04/01/22 10:10:45,0.488222,2,21,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:45,04/01/22 10:10:46,0.409211,2,21,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:46,04/01/22 10:10:47,1.722776,,21,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:47,04/01/22 10:10:48,0.527062,2,21,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:48,04/01/22 10:10:49,0.579943,2,22,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:49,04/01/22 10:10:49,0.428589,2,22,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:49,04/01/22 10:10:51,1.735321,,22,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:51,04/01/22 10:10:51,0.518237,2,22,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:51,04/01/22 10:10:52,0.4042,2,23,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:52,04/01/22 10:10:52,0.424874,2,23,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:52,04/01/22 10:10:54,1.717961,,23,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:54,04/01/22 10:10:54,0.515869,2,23,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:54,04/01/22 10:10:55,0.554154,2,24,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:55,04/01/22 10:10:55,0.421608,2,24,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:55,04/01/22 10:10:57,1.719888,,24,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:10:57,04/01/22 10:10:58,0.525241,2,24,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:10:58,04/01/22 10:10:58,0.56194,2,25,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:10:58,04/01/22 10:10:59,0.417079,2,25,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:10:59,04/01/22 10:11:00,1.704419,,25,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:00,04/01/22 10:11:01,0.523111,2,25,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:01,04/01/22 10:11:01,0.370245,2,26,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:01,04/01/22 10:11:02,0.418101,2,26,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:02,04/01/22 10:11:03,1.712942,,26,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:03,04/01/22 10:11:04,0.51509,2,26,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:04,04/01/22 10:11:04,0.385081,2,27,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:04,04/01/22 10:11:05,0.422159,2,27,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:05,04/01/22 10:11:06,1.727869,,27,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:06,04/01/22 10:11:07,0.522118,2,27,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:07,04/01/22 10:11:07,0.332886,2,28,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:07,04/01/22 10:11:08,0.429114,2,28,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:08,04/01/22 10:11:09,1.719788,,28,<<<<<,Congruent,Left,4,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:09,04/01/22 10:11:10,0.524456,2,28,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:10,04/01/22 10:11:10,0.587028,2,29,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:10,04/01/22 10:11:11,0.42357,2,29,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:11,04/01/22 10:11:13,1.716848,,29,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:13,04/01/22 10:11:13,0.526715,2,29,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:13,04/01/22 10:11:13,0.32292,2,30,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:13,04/01/22 10:11:14,0.424051,2,30,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:14,04/01/22 10:11:16,1.732707,,30,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:16,04/01/22 10:11:16,0.524793,2,30,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:16,04/01/22 10:11:16,0.339283,2,31,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:16,04/01/22 10:11:17,0.4229,2,31,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:17,04/01/22 10:11:19,1.71825,,31,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:19,04/01/22 10:11:19,0.520902,2,31,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:19,04/01/22 10:11:20,0.401166,2,32,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:20,04/01/22 10:11:20,0.427216,2,32,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:20,04/01/22 10:11:22,1.715834,,32,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:22,04/01/22 10:11:22,0.512906,2,32,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:22,04/01/22 10:11:23,0.422615,2,33,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:23,04/01/22 10:11:23,0.421626,2,33,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:23,04/01/22 10:11:25,1.711179,,33,<<><<,Incongruent,Right,2,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:25,04/01/22 10:11:25,0.511452,2,33,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:25,04/01/22 10:11:26,0.393439,2,34,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:26,04/01/22 10:11:26,0.489566,2,34,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:26,04/01/22 10:11:28,1.717865,,34,>><>>,Incongruent,Left,4,5,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:28,04/01/22 10:11:28,0.524736,2,34,,,,,,,,,
FlankerTask,1,1,1,Fixation Screen,04/01/22 10:11:28,04/01/22 10:11:29,0.531791,2,35,,,,,,,,,
FlankerTask,1,1,1,Flanker Image Shown (0.2 sec),04/01/22 10:11:29,04/01/22 10:11:29,0.422645,2,35,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Response Window (1.7 sec),04/01/22 10:11:29,04/01/22 10:11:31,1.725814,,35,>>>>>,Congruent,Right,2,4,No response,,,
FlankerTask,1,1,1,Blank Screen,04/01/22 10:11:31,04/01/22 10:11:32,0.518954,2,35,,,,,,,,,
