ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,02/11/22 15:24:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,31,736.4218235015869,,,
Doors_AA_v8.py,02/11/22 15:24:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,31,736.4218235015869,,,
Doors_AA_v8.py,02/11/22 15:24:26,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,543.6995029449463,,,
Doors_AA_v8.py,02/11/22 15:24:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,31,736.4218235015869,,,
Doors_AA_v8.py,02/11/22 15:24:26,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,543.6995029449463,,,
Doors_AA_v8.py,02/11/22 15:24:26,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,62,560.3616237640381,,,
Doors_AA_v8.py,02/11/22 15:24:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,31,736.4218235015869,,,
Doors_AA_v8.py,02/11/22 15:24:26,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,543.6995029449463,,,
Doors_AA_v8.py,02/11/22 15:24:26,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,62,560.3616237640381,,,
Doors_AA_v8.py,02/11/22 15:24:27,1,1,1,VAS pre,,,,,,,,,,,,,,,Mood,42,642.9479122161865,,,
Doors_AA_v8.py,02/11/22 15:24:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,31,736.4218235015869,,,
Doors_AA_v8.py,02/11/22 15:24:26,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,543.6995029449463,,,
Doors_AA_v8.py,02/11/22 15:24:26,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,62,560.3616237640381,,,
Doors_AA_v8.py,02/11/22 15:24:27,1,1,1,VAS pre,,,,,,,,,,,,,,,Mood,42,642.9479122161865,,,
Doors_AA_v8.py,02/11/22 15:24:28,1,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
