ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,10/28/21 16:42:37,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,824.6793746948242,,,
Doors_AA_v8.py,10/28/21 16:42:37,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,824.6793746948242,,,
Doors_AA_v8.py,10/28/21 16:42:38,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,27,1210.7343673706055,,,
Doors_AA_v8.py,10/28/21 16:42:37,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,824.6793746948242,,,
Doors_AA_v8.py,10/28/21 16:42:38,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,27,1210.7343673706055,,,
Doors_AA_v8.py,10/28/21 16:42:39,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,69,558.7539672851562,,,
Doors_AA_v8.py,10/28/21 16:42:37,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,824.6793746948242,,,
Doors_AA_v8.py,10/28/21 16:42:38,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,27,1210.7343673706055,,,
Doors_AA_v8.py,10/28/21 16:42:39,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,69,558.7539672851562,,,
Doors_AA_v8.py,10/28/21 16:42:40,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,34,660.5918407440186,,,
Doors_AA_v8.py,10/28/21 16:42:37,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,824.6793746948242,,,
Doors_AA_v8.py,10/28/21 16:42:38,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,27,1210.7343673706055,,,
Doors_AA_v8.py,10/28/21 16:42:39,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,69,558.7539672851562,,,
Doors_AA_v8.py,10/28/21 16:42:40,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,34,660.5918407440186,,,
Doors_AA_v8.py,10/28/21 16:42:41,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/21 16:42:37,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,824.6793746948242,,,
Doors_AA_v8.py,10/28/21 16:42:38,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,27,1210.7343673706055,,,
Doors_AA_v8.py,10/28/21 16:42:39,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,69,558.7539672851562,,,
Doors_AA_v8.py,10/28/21 16:42:40,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,34,660.5918407440186,,,
Doors_AA_v8.py,10/28/21 16:42:41,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/21 16:42:52,,1,1,Practice,,100,1,50,45,100,3923.6255517179525,,,,,1365.2331829071045,1.9121601581573486,,,,,,,
