ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,10/28/21 16:43:52,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,1282.7160358428955,,,
Doors_AA_v8.py,10/28/21 16:43:52,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,1282.7160358428955,,,
Doors_AA_v8.py,10/28/21 16:43:53,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,689.1293525695801,,,
Doors_AA_v8.py,10/28/21 16:43:52,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,1282.7160358428955,,,
Doors_AA_v8.py,10/28/21 16:43:53,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,689.1293525695801,,,
Doors_AA_v8.py,10/28/21 16:43:54,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,61,636.5270614624023,,,
Doors_AA_v8.py,10/28/21 16:43:52,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,1282.7160358428955,,,
Doors_AA_v8.py,10/28/21 16:43:53,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,689.1293525695801,,,
Doors_AA_v8.py,10/28/21 16:43:54,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,61,636.5270614624023,,,
Doors_AA_v8.py,10/28/21 16:43:55,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,43,705.0371170043945,,,
Doors_AA_v8.py,10/28/21 16:43:52,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,1282.7160358428955,,,
Doors_AA_v8.py,10/28/21 16:43:53,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,689.1293525695801,,,
Doors_AA_v8.py,10/28/21 16:43:54,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,61,636.5270614624023,,,
Doors_AA_v8.py,10/28/21 16:43:55,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,43,705.0371170043945,,,
Doors_AA_v8.py,10/28/21 16:43:56,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/21 16:43:52,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,29,1282.7160358428955,,,
Doors_AA_v8.py,10/28/21 16:43:53,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,44,689.1293525695801,,,
Doors_AA_v8.py,10/28/21 16:43:54,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,61,636.5270614624023,,,
Doors_AA_v8.py,10/28/21 16:43:55,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,43,705.0371170043945,,,
Doors_AA_v8.py,10/28/21 16:43:56,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/21 16:44:13,,1,1,Practice,,100,1,50,0,100,2394.2148945224835,,,,,3208.9083194732666,12.120402574539185,,,,,,,
