ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,02/18/22 10:53:31,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,1295.9263324737549,,,
Doors_AA_v8.py,02/18/22 10:53:33,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,54,537.4650955200195,,,
Doors_AA_v8.py,02/18/22 10:53:33,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,57,513.2336616516113,,,
Doors_AA_v8.py,02/18/22 10:53:34,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,36,542.5312519073486,,,
Doors_AA_v8.py,02/18/22 10:53:34,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,02/18/22 10:53:45,,1,1,Practice,,100,1,50,0,100,2039.8320469784599,,,,,4258.662700653076,1.5044784545898438,,,,,,,
Doors_AA_v8.py,02/18/22 10:53:55,,1,1,Practice,,88,1,50,0,100,3085.7737050234264,,,,,3132.6069831848145,0.9149529933929443,,,,,,,
Doors_AA_v8.py,02/18/22 10:54:05,,1,1,Practice,,100,1,50,2,100,3117.990079732589,,,,,1757.2648525238037,2.2507896423339844,,,,,,,
Doors_AA_v8.py,02/18/22 10:54:34,,1,1,TaskRun1,1,100,1,50,0,100,3051.377180992877,opened,reward,5,6,2110.1300716400146,39.09785604476929,5,,,,,,
Doors_AA_v8.py,02/18/22 10:55:21,,1,1,TaskRun1,2,100,1,50,2,100,2766.453333169299,opened,punishment,2,5,3103.367328643799,0.8803384304046631,0,,,,,,
Doors_AA_v8.py,02/18/22 10:55:31,,1,1,TaskRun1,3,100,1,50,1,100,3301.3180585841606,opened,punishment,3,7,1448.0299949645996,9.0448477268219,-7,,,,,,
Doors_AA_v8.py,02/18/22 10:55:52,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,35,1023.0779647827148,,,
Doors_AA_v8.py,02/18/22 10:55:53,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,58,542.8206920623779,,,
Doors_AA_v8.py,02/18/22 10:55:54,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,36,574.5768547058105,,,
Doors_AA_v8.py,02/18/22 10:55:54,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,69,542.0629978179932,,,
Doors_AA_v8.py,02/18/22 10:56:05,,1,1,TaskRun2,1,100,1,50,4,100,3667.3868474947917,opened,reward,2,3,1086.6408348083496,0.9856092929840088,2,,,,,,
Doors_AA_v8.py,02/18/22 10:56:13,,1,1,TaskRun2,2,88,1,50,5,90,2043.6202414750335,opened,punishment,3,3,1258.4073543548584,1.1145930290222168,-1,,,,,,
Doors_AA_v8.py,02/18/22 10:56:20,,1,1,TaskRun2,3,0,1,50,0,50,3744.599588494947,closed,,6,6,796.0824966430664,1.483121395111084,-1,,,,,,
Doors_AA_v8.py,02/18/22 10:56:32,,1,1,VAS mid,,,,,,,,,,,,,,,Anxiety,57,2074.1631984710693,,,
Doors_AA_v8.py,02/18/22 10:56:36,,1,1,VAS mid,,,,,,,,,,,,,,,Avoidance,65,510.82372665405273,,,
Doors_AA_v8.py,02/18/22 10:56:37,,1,1,VAS mid,,,,,,,,,,,,,,,Tired,35,493.6051368713379,,,
Doors_AA_v8.py,02/18/22 10:56:37,,1,1,VAS mid,,,,,,,,,,,,,,,Mood,60,489.51148986816406,,,
Doors_AA_v8.py,02/18/22 10:56:49,,1,1,TaskRun3,1,100,1,50,0,100,3925.2661913636543,opened,punishment,3,6,2252.861261367798,1.5971016883850098,-6,,,,,,
Doors_AA_v8.py,02/18/22 10:56:59,,1,1,TaskRun3,2,100,1,50,50,100,2748.5477974278133,opened,punishment,2,2,2633.09645652771,1.8424172401428223,-8,,,,,,
Doors_AA_v8.py,02/18/22 10:57:09,,1,1,TaskRun3,3,100,1,50,50,100,2048.5789802860195,opened,punishment,5,4,1912.8544330596924,6.321781158447266,-12,,,,,,
Doors_AA_v8.py,02/18/22 10:57:25,,1,1,VAS post,,,,,,,,,,,,,,,Anxiety,35,814.6898746490479,,,
Doors_AA_v8.py,02/18/22 10:57:26,,1,1,VAS post,,,,,,,,,,,,,,,Avoidance,50,545.9342002868652,,,
Doors_AA_v8.py,02/18/22 10:57:27,,1,1,VAS post,,,,,,,,,,,,,,,Tired,27,491.4705753326416,,,
Doors_AA_v8.py,02/18/22 10:57:27,,1,1,VAS post,,,,,,,,,,,,,,,Mood,63,1013.2997035980225,,,
Doors_AA_v8.py,02/18/22 10:57:28,,1,1,Question,,,,,,,,,,,,,,,,,,Won,37,859.9300384521484
Doors_AA_v8.py,02/18/22 10:57:29,,1,1,Question,,,,,,,,,,,,,,,,,,Lost,68,621.8187808990479
Doors_AA_v8.py,02/18/22 10:57:30,,1,1,Question,,,,,,,,,,,,,,,,,,Before,49,619.2593574523926
Doors_AA_v8.py,02/18/22 10:57:30,,1,1,Question,,,,,,,,,,,,,,,,,,Monster,66,1381.734848022461
Doors_AA_v8.py,02/18/22 10:57:32,,1,1,Question,,,,,,,,,,,,,,,,,,Coins,46,556.7755699157715
Doors_AA_v8.py,02/18/22 10:57:32,,1,1,Question,,,,,,,,,,,,,,,,,,Performance,71,628.3137798309326
