ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,10/28/21 16:24:53,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,33,878.2904148101807,,,
Doors_AA_v8.py,10/28/21 16:24:53,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,33,878.2904148101807,,,
Doors_AA_v8.py,10/28/21 16:24:54,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,49,493.5874938964844,,,
Doors_AA_v8.py,10/28/21 16:24:53,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,33,878.2904148101807,,,
Doors_AA_v8.py,10/28/21 16:24:54,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,49,493.5874938964844,,,
Doors_AA_v8.py,10/28/21 16:24:55,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,49,491.38760566711426,,,
Doors_AA_v8.py,10/28/21 16:24:53,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,33,878.2904148101807,,,
Doors_AA_v8.py,10/28/21 16:24:54,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,49,493.5874938964844,,,
Doors_AA_v8.py,10/28/21 16:24:55,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,49,491.38760566711426,,,
Doors_AA_v8.py,10/28/21 16:24:55,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,58,493.5643672943115,,,
Doors_AA_v8.py,10/28/21 16:24:53,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,33,878.2904148101807,,,
Doors_AA_v8.py,10/28/21 16:24:54,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,49,493.5874938964844,,,
Doors_AA_v8.py,10/28/21 16:24:55,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,49,491.38760566711426,,,
Doors_AA_v8.py,10/28/21 16:24:55,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,58,493.5643672943115,,,
Doors_AA_v8.py,10/28/21 16:24:56,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/21 16:24:53,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,33,878.2904148101807,,,
Doors_AA_v8.py,10/28/21 16:24:54,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,49,493.5874938964844,,,
Doors_AA_v8.py,10/28/21 16:24:55,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,49,491.38760566711426,,,
Doors_AA_v8.py,10/28/21 16:24:55,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,58,493.5643672943115,,,
Doors_AA_v8.py,10/28/21 16:24:56,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/21 16:25:08,,1,1,Practice,,100,1,50,13,100,3198.290292496222,,,,,2999.1729259490967,31.168250560760498,,,,,,,
