Index,subjectID,Session,Version,Section,Subtrial,Event,Reward,Punishment,Duration(ms)
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
3,,1,1,Practice,0,After lock: Door Anticipation Time.,,,3926.504373550415
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
3,,1,1,Practice,0,After lock: Door Anticipation Time.,,,3926.504373550415
4,,1,1,Practice,0,Reward screen displayed.,,,2792.9751873016357
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
3,,1,1,Practice,0,After lock: Door Anticipation Time.,,,3926.504373550415
4,,1,1,Practice,0,Reward screen displayed.,,,2792.9751873016357
5,,1,1,Practice,0,ITI screen displayed.,,,1912.6508235931396
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
3,,1,1,Practice,0,After lock: Door Anticipation Time.,,,3926.504373550415
4,,1,1,Practice,0,Reward screen displayed.,,,2792.9751873016357
5,,1,1,Practice,0,ITI screen displayed.,,,1912.6508235931396
1,,1,1,TaskRun1,,After Calibration Before Door Practice Game,,,566.6484832763672
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
3,,1,1,Practice,0,After lock: Door Anticipation Time.,,,3926.504373550415
4,,1,1,Practice,0,Reward screen displayed.,,,2792.9751873016357
5,,1,1,Practice,0,ITI screen displayed.,,,1912.6508235931396
1,,1,1,TaskRun1,,After Calibration Before Door Practice Game,,,566.6484832763672
2,,1,1,TaskRun1,0,Playing Door Game (Before lock).,3,2,1908.9045524597168
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
3,,1,1,Practice,0,After lock: Door Anticipation Time.,,,3926.504373550415
4,,1,1,Practice,0,Reward screen displayed.,,,2792.9751873016357
5,,1,1,Practice,0,ITI screen displayed.,,,1912.6508235931396
1,,1,1,TaskRun1,,After Calibration Before Door Practice Game,,,566.6484832763672
2,,1,1,TaskRun1,0,Playing Door Game (Before lock).,3,2,1908.9045524597168
3,,1,1,TaskRun1,0,After lock: Door Anticipation Time.,3,2,2899.047374725342
1,,1,1,Practice,,After Calibration Before Door Practice Game,,,2762.7947330474854
2,,1,1,Practice,0,Playing Door Game (Before lock).,,,1365.7405376434326
3,,1,1,Practice,0,After lock: Door Anticipation Time.,,,3926.504373550415
4,,1,1,Practice,0,Reward screen displayed.,,,2792.9751873016357
5,,1,1,Practice,0,ITI screen displayed.,,,1912.6508235931396
1,,1,1,TaskRun1,,After Calibration Before Door Practice Game,,,566.6484832763672
2,,1,1,TaskRun1,0,Playing Door Game (Before lock).,3,2,1908.9045524597168
3,,1,1,TaskRun1,0,After lock: Door Anticipation Time.,3,2,2899.047374725342
4,,1,1,TaskRun1,0,Punishment screen (score:2) displayed.,3,2,357.91587829589844
