ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,02/11/22 15:55:01,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,24,828.319787979126,,,
Doors_AA_v8.py,02/11/22 15:55:02,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,45,592.7190780639648,,,
Doors_AA_v8.py,02/11/22 15:55:03,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,62,542.6230430603027,,,
Doors_AA_v8.py,02/11/22 15:55:03,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,36,542.6228046417236,,,
Doors_AA_v8.py,02/11/22 15:55:04,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,02/11/22 15:55:16,,1,1,Practice,,100,1,50,20,100,2511.8170273484343,,,,,2032.379388809204,2.66874098777771,,,,,,,
Doors_AA_v8.py,02/11/22 15:55:38,,1,1,TaskRun1,1,78,1,50,5,78,2060.6272695724483,opened,punishment,4,1,1440.0391578674316,15.710850238800049,-1,,,,,,
Doors_AA_v8.py,02/11/22 15:56:00,,1,1,TaskRun1,2,87,1,50,17,87,3352.3370517986596,opened,punishment,3,7,1517.833948135376,3.126286506652832,-8,,,,,,
Doors_AA_v8.py,02/11/22 15:56:15,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,42,2022.242784500122,,,
Doors_AA_v8.py,02/11/22 15:56:18,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,57,543.6146259307861,,,
Doors_AA_v8.py,02/11/22 15:56:18,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,19,612.5733852386475,,,
Doors_AA_v8.py,02/11/22 15:56:19,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,55,556.3688278198242,,,
Doors_AA_v8.py,02/11/22 15:56:31,,1,1,TaskRun2,1,83,1,50,7,83,2992.5578597664867,opened,punishment,4,7,1984.2963218688965,2.1521401405334473,-7,,,,,,
Doors_AA_v8.py,02/11/22 15:56:48,,1,1,VAS mid,,,,,,,,,,,,,,,Anxiety,34,2206.465721130371,,,
Doors_AA_v8.py,02/11/22 15:56:51,,1,1,VAS mid,,,,,,,,,,,,,,,Avoidance,46,492.74468421936035,,,
Doors_AA_v8.py,02/11/22 15:56:52,,1,1,VAS mid,,,,,,,,,,,,,,,Tired,59,543.1883335113525,,,
Doors_AA_v8.py,02/11/22 15:56:53,,1,1,VAS mid,,,,,,,,,,,,,,,Mood,32,525.9115695953369,,,
Doors_AA_v8.py,02/11/22 15:57:05,,1,1,TaskRun3,1,100,1,50,15,100,2215.2425429513014,opened,reward,6,5,4663.509845733643,1.4091339111328125,6,,,,,,
Doors_AA_v8.py,02/11/22 15:57:20,,1,1,VAS post,,,,,,,,,,,,,,,Anxiety,18,2277.867317199707,,,
Doors_AA_v8.py,02/11/22 15:57:23,,1,1,VAS post,,,,,,,,,,,,,,,Avoidance,43,576.7309665679932,,,
Doors_AA_v8.py,02/11/22 15:57:23,,1,1,VAS post,,,,,,,,,,,,,,,Tired,63,610.0285053253174,,,
Doors_AA_v8.py,02/11/22 15:57:24,,1,1,VAS post,,,,,,,,,,,,,,,Mood,29,843.8644409179688,,,
Doors_AA_v8.py,02/11/22 15:57:25,,1,1,Question,,,,,,,,,,,,,,,,,,Won,72,575.355052947998
Doors_AA_v8.py,02/11/22 15:57:25,,1,1,Question,,,,,,,,,,,,,,,,,,Lost,31,942.882776260376
Doors_AA_v8.py,02/11/22 15:57:26,,1,1,Question,,,,,,,,,,,,,,,,,,Before,74,626.3127326965332
Doors_AA_v8.py,02/11/22 15:57:27,,1,1,Question,,,,,,,,,,,,,,,,,,Monster,31,726.0069847106934
Doors_AA_v8.py,02/11/22 15:57:28,,1,1,Question,,,,,,,,,,,,,,,,,,Coins,67,593.806266784668
Doors_AA_v8.py,02/11/22 15:57:28,,1,1,Question,,,,,,,,,,,,,,,,,,Performance,37,676.616907119751
