ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,02/11/22 15:25:18,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,27,781.5098762512207,,,
Doors_AA_v8.py,02/11/22 15:25:19,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,45,543.1151390075684,,,
Doors_AA_v8.py,02/11/22 15:25:20,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,30,577.1322250366211,,,
Doors_AA_v8.py,02/11/22 15:25:20,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,66,543.3683395385742,,,
Doors_AA_v8.py,02/11/22 15:25:21,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,02/11/22 15:25:33,,1,1,Practice,,100,1,50,0,100,3762.540725047403,,,,,9923.35033416748,3.196990728378296,,,,,,,
Doors_AA_v8.py,02/11/22 15:26:06,,1,1,TaskRun1,1,100,1,50,16,100,2030.0150960152098,opened,punishment,4,3,5474.00426864624,2.316641092300415,-3,,,,,,
Doors_AA_v8.py,02/11/22 15:26:19,,1,1,TaskRun1,2,10,1,50,6,84,3983.8264169684735,closed,,6,7,3041.7447090148926,1.6371026039123535,-3,,,,,,
Doors_AA_v8.py,02/11/22 15:26:33,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,1983.6311340332031,,,
Doors_AA_v8.py,02/11/22 15:26:35,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,52,526.6563892364502,,,
Doors_AA_v8.py,02/11/22 15:26:36,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,29,793.3948040008545,,,
Doors_AA_v8.py,02/11/22 15:26:37,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,62,576.9555568695068,,,
Doors_AA_v8.py,02/11/22 15:26:48,,1,1,TaskRun2,1,88,1,50,17,88,2358.6504440271083,opened,reward,7,4,2407.487154006958,2.0159854888916016,7,,,,,,
Doors_AA_v8.py,02/11/22 15:27:02,,1,1,VAS mid,,,,,,,,,,,,,,,Anxiety,25,2431.753396987915,,,
Doors_AA_v8.py,02/11/22 15:27:05,,1,1,VAS mid,,,,,,,,,,,,,,,Avoidance,51,559.882402420044,,,
Doors_AA_v8.py,02/11/22 15:27:06,,1,1,VAS mid,,,,,,,,,,,,,,,Tired,55,609.9228858947754,,,
Doors_AA_v8.py,02/11/22 15:27:06,,1,1,VAS mid,,,,,,,,,,,,,,,Mood,31,544.0568923950195,,,
Doors_AA_v8.py,02/11/22 15:27:18,,1,1,TaskRun3,1,100,1,50,26,100,3534.367821720243,opened,reward,5,6,2532.691478729248,1.9715335369110107,5,,,,,,
Doors_AA_v8.py,02/11/22 15:27:33,,1,1,VAS post,,,,,,,,,,,,,,,Anxiety,38,1860.403299331665,,,
Doors_AA_v8.py,02/11/22 15:27:35,,1,1,VAS post,,,,,,,,,,,,,,,Avoidance,60,493.1027889251709,,,
Doors_AA_v8.py,02/11/22 15:27:36,,1,1,VAS post,,,,,,,,,,,,,,,Tired,31,626.0781288146973,,,
Doors_AA_v8.py,02/11/22 15:27:36,,1,1,VAS post,,,,,,,,,,,,,,,Mood,64,692.6147937774658,,,
Doors_AA_v8.py,02/11/22 15:27:37,,1,1,Question,,,,,,,,,,,,,,,,,,Won,32,758.8279247283936
Doors_AA_v8.py,02/11/22 15:27:38,,1,1,Question,,,,,,,,,,,,,,,,,,Lost,71,1110.3157997131348
Doors_AA_v8.py,02/11/22 15:27:39,,1,1,Question,,,,,,,,,,,,,,,,,,Before,33,726.82785987854
Doors_AA_v8.py,02/11/22 15:27:39,,1,1,Question,,,,,,,,,,,,,,,,,,Monster,69,843.1107997894287
Doors_AA_v8.py,02/11/22 15:27:40,,1,1,Question,,,,,,,,,,,,,,,,,,Coins,40,1276.106834411621
Doors_AA_v8.py,02/11/22 15:27:42,,1,1,Question,,,,,,,,,,,,,,,,,,Performance,71,626.3952255249023
