ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,02/09/22 23:40:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,39,2209.3639373779297,,,
Doors_AA_v8.py,02/09/22 23:40:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,39,2209.3639373779297,,,
Doors_AA_v8.py,02/09/22 23:40:28,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,57,625.9946823120117,,,
Doors_AA_v8.py,02/09/22 23:40:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,39,2209.3639373779297,,,
Doors_AA_v8.py,02/09/22 23:40:28,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,57,625.9946823120117,,,
Doors_AA_v8.py,02/09/22 23:40:29,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,14,707.94677734375,,,
Doors_AA_v8.py,02/09/22 23:40:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,39,2209.3639373779297,,,
Doors_AA_v8.py,02/09/22 23:40:28,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,57,625.9946823120117,,,
Doors_AA_v8.py,02/09/22 23:40:29,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,14,707.94677734375,,,
Doors_AA_v8.py,02/09/22 23:40:30,1,1,1,VAS pre,,,,,,,,,,,,,,,Mood,61,643.345832824707,,,
Doors_AA_v8.py,02/09/22 23:40:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,39,2209.3639373779297,,,
Doors_AA_v8.py,02/09/22 23:40:28,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,57,625.9946823120117,,,
Doors_AA_v8.py,02/09/22 23:40:29,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,14,707.94677734375,,,
Doors_AA_v8.py,02/09/22 23:40:30,1,1,1,VAS pre,,,,,,,,,,,,,,,Mood,61,643.345832824707,,,
Doors_AA_v8.py,02/09/22 23:40:30,1,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,02/09/22 23:40:25,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,39,2209.3639373779297,,,
Doors_AA_v8.py,02/09/22 23:40:28,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,57,625.9946823120117,,,
Doors_AA_v8.py,02/09/22 23:40:29,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,14,707.94677734375,,,
Doors_AA_v8.py,02/09/22 23:40:30,1,1,1,VAS pre,,,,,,,,,,,,,,,Mood,61,643.345832824707,,,
Doors_AA_v8.py,02/09/22 23:40:30,1,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,02/09/22 23:40:44,1,1,1,Practice,,95,0,50,11,100,2165.687267249696,,,,,10000.396490097046,5.516225337982178,,,,,,,
