ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,02/11/22 15:23:01,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,46,1264.1072273254395,,,
Doors_AA_v8.py,02/11/22 15:23:01,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,46,1264.1072273254395,,,
Doors_AA_v8.py,02/11/22 15:23:03,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,68,522.3841667175293,,,
Doors_AA_v8.py,02/11/22 15:23:01,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,46,1264.1072273254395,,,
Doors_AA_v8.py,02/11/22 15:23:03,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,68,522.3841667175293,,,
Doors_AA_v8.py,02/11/22 15:23:03,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,22,576.6086578369141,,,
Doors_AA_v8.py,02/11/22 15:23:01,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,46,1264.1072273254395,,,
Doors_AA_v8.py,02/11/22 15:23:03,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,68,522.3841667175293,,,
Doors_AA_v8.py,02/11/22 15:23:03,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,22,576.6086578369141,,,
Doors_AA_v8.py,02/11/22 15:23:04,1,1,1,VAS pre,,,,,,,,,,,,,,,Mood,65,560.0883960723877,,,
Doors_AA_v8.py,02/11/22 15:23:01,1,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,46,1264.1072273254395,,,
Doors_AA_v8.py,02/11/22 15:23:03,1,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,68,522.3841667175293,,,
Doors_AA_v8.py,02/11/22 15:23:03,1,1,1,VAS pre,,,,,,,,,,,,,,,Tired,22,576.6086578369141,,,
Doors_AA_v8.py,02/11/22 15:23:04,1,1,1,VAS pre,,,,,,,,,,,,,,,Mood,65,560.0883960723877,,,
Doors_AA_v8.py,02/11/22 15:23:05,1,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
