TimeStamp,expName,SubjectID,Session,Event
08-04-2021 14:28:38,MemoryParadigm,1,1,Test:12 of 24Try #0 0 ended,
08-04-2021 14:28:38,MemoryParadigm,1,1,Test:13 of 24 (Try #0) 0 started,
08-04-2021 14:28:39,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:39,MemoryParadigm,1,1,Test:13 of 24Try #0 0 ended,
08-04-2021 14:28:40,MemoryParadigm,1,1,Test:14 of 24 (Try #0) 0 started,
08-04-2021 14:28:40,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:40,MemoryParadigm,1,1,Test:14 of 24Try #0 0 ended,
08-04-2021 14:28:41,MemoryParadigm,1,1,Test:15 of 24 (Try #0) 0 started,
08-04-2021 14:28:51,MemoryParadigm,1,1,Test:15 of 24Try #0 0 ended,
08-04-2021 14:28:51,MemoryParadigm,1,1,Time Out Warning Screen 0 started,
08-04-2021 14:28:52,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:52,MemoryParadigm,1,1,Time Out Warning Screen 0 ended,
08-04-2021 14:28:52,MemoryParadigm,1,1,Test:15 of 24 (Try #1) 0 started,
08-04-2021 14:28:52,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:52,MemoryParadigm,1,1,Test:15 of 24Try #1 0 ended,
08-04-2021 14:28:53,MemoryParadigm,1,1,Test:16 of 24 (Try #0) 0 started,
08-04-2021 14:28:53,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:53,MemoryParadigm,1,1,Test:16 of 24Try #0 0 ended,
08-04-2021 14:28:54,MemoryParadigm,1,1,Test:17 of 24 (Try #0) 0 started,
08-04-2021 14:28:54,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:54,MemoryParadigm,1,1,Test:17 of 24Try #0 0 ended,
08-04-2021 14:28:55,MemoryParadigm,1,1,Test:18 of 24 (Try #0) 0 started,
08-04-2021 14:28:55,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:55,MemoryParadigm,1,1,Test:18 of 24Try #0 0 ended,
08-04-2021 14:28:55,MemoryParadigm,1,1,Test:19 of 24 (Try #0) 0 started,
08-04-2021 14:28:56,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:56,MemoryParadigm,1,1,Test:19 of 24Try #0 0 ended,
08-04-2021 14:28:56,MemoryParadigm,1,1,Test:20 of 24 (Try #0) 0 started,
08-04-2021 14:28:56,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:56,MemoryParadigm,1,1,Test:20 of 24Try #0 0 ended,
08-04-2021 14:28:57,MemoryParadigm,1,1,Test:21 of 24 (Try #0) 0 started,
08-04-2021 14:28:57,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:57,MemoryParadigm,1,1,Test:21 of 24Try #0 0 ended,
08-04-2021 14:28:58,MemoryParadigm,1,1,Test:22 of 24 (Try #0) 0 started,
08-04-2021 14:28:58,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:58,MemoryParadigm,1,1,Test:22 of 24Try #0 0 ended,
08-04-2021 14:28:58,MemoryParadigm,1,1,Test:23 of 24 (Try #0) 0 started,
08-04-2021 14:28:59,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:59,MemoryParadigm,1,1,Test:23 of 24Try #0 0 ended,
08-04-2021 14:28:59,MemoryParadigm,1,1,Test:24 of 24 (Try #0) 0 started,
08-04-2021 14:29:00,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:00,MemoryParadigm,1,1,Test:24 of 24Try #0 0 ended,
