TimeStamp,expName,SubjectID,Session,Event
08-04-2021 14:28:14,MemoryParadigm,1,1,Test Instruction (Screen 1) 0 started,
08-04-2021 14:28:15,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:15,MemoryParadigm,1,1,Test Instruction (Screen 1) 0 ended,
08-04-2021 14:28:15,MemoryParadigm,1,1,Test Instruction (Screen 2) 0 started,
08-04-2021 14:28:16,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:16,MemoryParadigm,1,1,Test Instruction (Screen 2) 0 ended,
08-04-2021 14:28:16,MemoryParadigm,1,1,Test Instruction (Screen 3) 0 started,
08-04-2021 14:28:16,MemoryParadigm,1,1,Instruction shown (Third screen),
08-04-2021 14:28:17,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:17,MemoryParadigm,1,1,Test Instruction (Screen 3) 0 ended,
08-04-2021 14:28:17,MemoryParadigm,1,1,Practice try#0 0 started,
08-04-2021 14:28:20,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:20,MemoryParadigm,1,1,Practice try#0 0 ended,
08-04-2021 14:28:20,MemoryParadigm,1,1,Play Practice Again Screen 0 started,
08-04-2021 14:28:21,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:21,MemoryParadigm,1,1,Play Practice Again Screen 0 ended,
08-04-2021 14:28:21,MemoryParadigm,1,1,Practice try#0 0 started,
08-04-2021 14:28:21,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:21,MemoryParadigm,1,1,Practice try#0 0 ended,
08-04-2021 14:28:21,MemoryParadigm,1,1,Practice Success Screen 0 started,
08-04-2021 14:28:22,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:22,MemoryParadigm,1,1,Practice Success Screen 0 ended,
08-04-2021 14:28:22,MemoryParadigm,1,1,Test:1 of 24 (Try #0) 0 started,
08-04-2021 14:28:22,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:22,MemoryParadigm,1,1,Test:1 of 24Try #0 0 ended,
08-04-2021 14:28:23,MemoryParadigm,1,1,Test:2 of 24 (Try #0) 0 started,
08-04-2021 14:28:23,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:23,MemoryParadigm,1,1,Test:2 of 24Try #0 0 ended,
08-04-2021 14:28:24,MemoryParadigm,1,1,Test:3 of 24 (Try #0) 0 started,
08-04-2021 14:28:24,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:24,MemoryParadigm,1,1,Test:3 of 24Try #0 0 ended,
08-04-2021 14:28:24,MemoryParadigm,1,1,Test:4 of 24 (Try #0) 0 started,
08-04-2021 14:28:25,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:25,MemoryParadigm,1,1,Test:4 of 24Try #0 0 ended,
08-04-2021 14:28:25,MemoryParadigm,1,1,Test:5 of 24 (Try #0) 0 started,
08-04-2021 14:28:25,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:25,MemoryParadigm,1,1,Test:5 of 24Try #0 0 ended,
08-04-2021 14:28:26,MemoryParadigm,1,1,Test:6 of 24 (Try #0) 0 started,
08-04-2021 14:28:26,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:26,MemoryParadigm,1,1,Test:6 of 24Try #0 0 ended,
08-04-2021 14:28:26,MemoryParadigm,1,1,Test:7 of 24 (Try #0) 0 started,
08-04-2021 14:28:26,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:26,MemoryParadigm,1,1,Test:7 of 24Try #0 0 ended,
08-04-2021 14:28:27,MemoryParadigm,1,1,Test:8 of 24 (Try #0) 0 started,
08-04-2021 14:28:27,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:27,MemoryParadigm,1,1,Test:8 of 24Try #0 0 ended,
08-04-2021 14:28:28,MemoryParadigm,1,1,Test:9 of 24 (Try #0) 0 started,
08-04-2021 14:28:28,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:28,MemoryParadigm,1,1,Test:9 of 24Try #0 0 ended,
08-04-2021 14:28:29,MemoryParadigm,1,1,Test:10 of 24 (Try #0) 0 started,
08-04-2021 14:28:30,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:30,MemoryParadigm,1,1,Test:10 of 24Try #0 0 ended,
08-04-2021 14:28:30,MemoryParadigm,1,1,Test:11 of 24 (Try #0) 0 started,
08-04-2021 14:28:30,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:28:30,MemoryParadigm,1,1,Test:11 of 24Try #0 0 ended,
08-04-2021 14:28:31,MemoryParadigm,1,1,Test:12 of 24 (Try #0) 0 started,
08-04-2021 14:28:38,MemoryParadigm,1,1,Mouse clicked,
