TimeStamp,expName,SubjectID,Session,Event
08-04-2021 14:30:10,MemoryParadigm,1,2,Study Instruction (Screen 1) 0 started,
08-04-2021 14:30:11,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:30:11,MemoryParadigm,1,2,Study Instruction (Screen 1) 0 ended,
08-04-2021 14:30:11,MemoryParadigm,1,2,Study Instruction (Screen 2) 0 started,
08-04-2021 14:30:12,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:30:12,MemoryParadigm,1,2,Study Instruction (Screen 2) 0 ended,
08-04-2021 14:30:14,MemoryParadigm,1,2,Study 0 started,
08-04-2021 14:30:19,MemoryParadigm,1,2,Study 0 ended,
08-04-2021 14:30:20,MemoryParadigm,1,2,Study 1 started,
08-04-2021 14:30:25,MemoryParadigm,1,2,Study 1 ended,
08-04-2021 14:30:27,MemoryParadigm,1,2,Study 2 started,
08-04-2021 14:30:32,MemoryParadigm,1,2,Study 2 ended,
08-04-2021 14:30:33,MemoryParadigm,1,2,Study 3 started,
08-04-2021 14:30:38,MemoryParadigm,1,2,Study 3 ended,
08-04-2021 14:30:40,MemoryParadigm,1,2,Study 4 started,
08-04-2021 14:30:45,MemoryParadigm,1,2,Study 4 ended,
08-04-2021 14:30:46,MemoryParadigm,1,2,Study 5 started,
08-04-2021 14:30:52,MemoryParadigm,1,2,Study 5 ended,
08-04-2021 14:30:53,MemoryParadigm,1,2,Study 6 started,
08-04-2021 14:30:58,MemoryParadigm,1,2,Study 6 ended,
08-04-2021 14:31:00,MemoryParadigm,1,2,Study 7 started,
08-04-2021 14:31:05,MemoryParadigm,1,2,Study 7 ended,
08-04-2021 14:31:06,MemoryParadigm,1,2,Study 8 started,
08-04-2021 14:31:11,MemoryParadigm,1,2,Study 8 ended,
08-04-2021 14:31:13,MemoryParadigm,1,2,Study 9 started,
08-04-2021 14:31:18,MemoryParadigm,1,2,Study 9 ended,
08-04-2021 14:31:19,MemoryParadigm,1,2,Study 10 started,
08-04-2021 14:31:24,MemoryParadigm,1,2,Study 10 ended,
08-04-2021 14:31:26,MemoryParadigm,1,2,Study 11 started,
08-04-2021 14:31:31,MemoryParadigm,1,2,Study 11 ended,
08-04-2021 14:31:32,MemoryParadigm,1,2,Study 12 started,
08-04-2021 14:31:37,MemoryParadigm,1,2,Study 12 ended,
08-04-2021 14:31:39,MemoryParadigm,1,2,Study 13 started,
08-04-2021 14:31:44,MemoryParadigm,1,2,Study 13 ended,
08-04-2021 14:31:45,MemoryParadigm,1,2,Study 14 started,
08-04-2021 14:31:51,MemoryParadigm,1,2,Study 14 ended,
08-04-2021 14:31:52,MemoryParadigm,1,2,Study 15 started,
08-04-2021 14:31:57,MemoryParadigm,1,2,Study 15 ended,
08-04-2021 14:31:59,MemoryParadigm,1,2,Study 16 started,
08-04-2021 14:32:04,MemoryParadigm,1,2,Study 16 ended,
08-04-2021 14:32:05,MemoryParadigm,1,2,Study 17 started,
08-04-2021 14:32:10,MemoryParadigm,1,2,Study 17 ended,
08-04-2021 14:32:12,MemoryParadigm,1,2,Study 18 started,
08-04-2021 14:32:17,MemoryParadigm,1,2,Study 18 ended,
08-04-2021 14:32:18,MemoryParadigm,1,2,Study 19 started,
08-04-2021 14:32:23,MemoryParadigm,1,2,Study 19 ended,
08-04-2021 14:32:25,MemoryParadigm,1,2,Study 20 started,
08-04-2021 14:32:30,MemoryParadigm,1,2,Study 20 ended,
08-04-2021 14:32:31,MemoryParadigm,1,2,Study 21 started,
08-04-2021 14:32:36,MemoryParadigm,1,2,Study 21 ended,
08-04-2021 14:32:38,MemoryParadigm,1,2,Study 22 started,
08-04-2021 14:32:43,MemoryParadigm,1,2,Study 22 ended,
08-04-2021 14:32:45,MemoryParadigm,1,2,Study 23 started,
08-04-2021 14:32:50,MemoryParadigm,1,2,Study 23 ended,
08-04-2021 14:32:50,MemoryParadigm,1,2,Instruction (last screen) 0 started,
08-04-2021 14:33:30,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:30,MemoryParadigm,1,2,Instruction (last screen) 0 ended,
08-04-2021 14:33:30,MemoryParadigm,1,2,Test Instruction (Screen 1) 0 started,
08-04-2021 14:33:31,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:31,MemoryParadigm,1,2,Test Instruction (Screen 1) 0 ended,
08-04-2021 14:33:31,MemoryParadigm,1,2,Test Instruction (Screen 2) 0 started,
08-04-2021 14:33:32,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:32,MemoryParadigm,1,2,Test Instruction (Screen 2) 0 ended,
08-04-2021 14:33:32,MemoryParadigm,1,2,Test Instruction (Screen 3) 0 started,
08-04-2021 14:33:32,MemoryParadigm,1,2,Instruction shown (Third screen),
08-04-2021 14:33:32,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:32,MemoryParadigm,1,2,Test Instruction (Screen 3) 0 ended,
08-04-2021 14:33:32,MemoryParadigm,1,2,Practice try#0 0 started,
08-04-2021 14:33:34,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:34,MemoryParadigm,1,2,Practice try#0 0 ended,
08-04-2021 14:33:34,MemoryParadigm,1,2,Practice Success Screen 0 started,
08-04-2021 14:33:35,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:35,MemoryParadigm,1,2,Practice Success Screen 0 ended,
08-04-2021 14:33:35,MemoryParadigm,1,2,Test:1 of 24 (Try #0) 0 started,
08-04-2021 14:33:36,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:36,MemoryParadigm,1,2,Test:1 of 24Try #0 0 ended,
08-04-2021 14:33:36,MemoryParadigm,1,2,Test:2 of 24 (Try #0) 0 started,
08-04-2021 14:33:37,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:37,MemoryParadigm,1,2,Test:2 of 24Try #0 0 ended,
08-04-2021 14:33:38,MemoryParadigm,1,2,Test:3 of 24 (Try #0) 0 started,
08-04-2021 14:33:38,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:38,MemoryParadigm,1,2,Test:3 of 24Try #0 0 ended,
08-04-2021 14:33:38,MemoryParadigm,1,2,Test:4 of 24 (Try #0) 0 started,
08-04-2021 14:33:38,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:38,MemoryParadigm,1,2,Test:4 of 24Try #0 0 ended,
08-04-2021 14:33:39,MemoryParadigm,1,2,Test:5 of 24 (Try #0) 0 started,
08-04-2021 14:33:39,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:39,MemoryParadigm,1,2,Test:5 of 24Try #0 0 ended,
08-04-2021 14:33:40,MemoryParadigm,1,2,Test:6 of 24 (Try #0) 0 started,
08-04-2021 14:33:40,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:40,MemoryParadigm,1,2,Test:6 of 24Try #0 0 ended,
08-04-2021 14:33:41,MemoryParadigm,1,2,Test:7 of 24 (Try #0) 0 started,
08-04-2021 14:33:41,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:41,MemoryParadigm,1,2,Test:7 of 24Try #0 0 ended,
08-04-2021 14:33:41,MemoryParadigm,1,2,Test:8 of 24 (Try #0) 0 started,
08-04-2021 14:33:41,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:41,MemoryParadigm,1,2,Test:8 of 24Try #0 0 ended,
08-04-2021 14:33:42,MemoryParadigm,1,2,Test:9 of 24 (Try #0) 0 started,
08-04-2021 14:33:42,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:42,MemoryParadigm,1,2,Test:9 of 24Try #0 0 ended,
08-04-2021 14:33:43,MemoryParadigm,1,2,Test:10 of 24 (Try #0) 0 started,
08-04-2021 14:33:43,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:43,MemoryParadigm,1,2,Test:10 of 24Try #0 0 ended,
08-04-2021 14:33:43,MemoryParadigm,1,2,Test:11 of 24 (Try #0) 0 started,
08-04-2021 14:33:44,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:44,MemoryParadigm,1,2,Test:11 of 24Try #0 0 ended,
08-04-2021 14:33:44,MemoryParadigm,1,2,Test:12 of 24 (Try #0) 0 started,
08-04-2021 14:33:44,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:44,MemoryParadigm,1,2,Test:12 of 24Try #0 0 ended,
08-04-2021 14:33:45,MemoryParadigm,1,2,Test:13 of 24 (Try #0) 0 started,
08-04-2021 14:33:45,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:45,MemoryParadigm,1,2,Test:13 of 24Try #0 0 ended,
08-04-2021 14:33:46,MemoryParadigm,1,2,Test:14 of 24 (Try #0) 0 started,
08-04-2021 14:33:46,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:46,MemoryParadigm,1,2,Test:14 of 24Try #0 0 ended,
08-04-2021 14:33:47,MemoryParadigm,1,2,Test:15 of 24 (Try #0) 0 started,
08-04-2021 14:33:47,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:47,MemoryParadigm,1,2,Test:15 of 24Try #0 0 ended,
08-04-2021 14:33:47,MemoryParadigm,1,2,Test:16 of 24 (Try #0) 0 started,
08-04-2021 14:33:47,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:47,MemoryParadigm,1,2,Test:16 of 24Try #0 0 ended,
08-04-2021 14:33:48,MemoryParadigm,1,2,Test:17 of 24 (Try #0) 0 started,
08-04-2021 14:33:48,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:48,MemoryParadigm,1,2,Test:17 of 24Try #0 0 ended,
08-04-2021 14:33:49,MemoryParadigm,1,2,Test:18 of 24 (Try #0) 0 started,
08-04-2021 14:33:49,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:33:49,MemoryParadigm,1,2,Test:18 of 24Try #0 0 ended,
08-04-2021 14:33:49,MemoryParadigm,1,2,Test:19 of 24 (Try #0) 0 started,
08-04-2021 14:33:59,MemoryParadigm,1,2,Test:19 of 24Try #0 0 ended,
08-04-2021 14:33:59,MemoryParadigm,1,2,Time Out Warning Screen 0 started,
08-04-2021 14:34:00,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:34:00,MemoryParadigm,1,2,Time Out Warning Screen 0 ended,
08-04-2021 14:34:00,MemoryParadigm,1,2,Test:19 of 24 (Try #1) 0 started,
08-04-2021 14:34:09,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:34:09,MemoryParadigm,1,2,Test:19 of 24Try #1 0 ended,
08-04-2021 14:34:10,MemoryParadigm,1,2,Test:20 of 24 (Try #0) 0 started,
08-04-2021 14:34:20,MemoryParadigm,1,2,Test:20 of 24Try #0 0 ended,
08-04-2021 14:34:20,MemoryParadigm,1,2,Time Out Warning Screen 0 started,
08-04-2021 14:36:10,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:36:10,MemoryParadigm,1,2,Time Out Warning Screen 0 ended,
08-04-2021 14:36:10,MemoryParadigm,1,2,Test:20 of 24 (Try #1) 0 started,
08-04-2021 14:36:11,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:36:11,MemoryParadigm,1,2,Test:20 of 24Try #1 0 ended,
08-04-2021 14:36:11,MemoryParadigm,1,2,Test:21 of 24 (Try #0) 0 started,
08-04-2021 14:36:16,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:36:16,MemoryParadigm,1,2,Test:21 of 24Try #0 0 ended,
08-04-2021 14:36:17,MemoryParadigm,1,2,Test:22 of 24 (Try #0) 0 started,
08-04-2021 14:36:27,MemoryParadigm,1,2,Test:22 of 24Try #0 0 ended,
08-04-2021 14:36:27,MemoryParadigm,1,2,Time Out Warning Screen 0 started,
08-04-2021 14:38:06,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:38:06,MemoryParadigm,1,2,Time Out Warning Screen 0 ended,
08-04-2021 14:38:06,MemoryParadigm,1,2,Test:22 of 24 (Try #1) 0 started,
08-04-2021 14:38:07,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:38:07,MemoryParadigm,1,2,Test:22 of 24Try #1 0 ended,
08-04-2021 14:38:08,MemoryParadigm,1,2,Test:23 of 24 (Try #0) 0 started,
08-04-2021 14:38:18,MemoryParadigm,1,2,Test:23 of 24Try #0 0 ended,
08-04-2021 14:38:18,MemoryParadigm,1,2,Time Out Warning Screen 0 started,
08-04-2021 14:40:16,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:40:16,MemoryParadigm,1,2,Time Out Warning Screen 0 ended,
08-04-2021 14:40:16,MemoryParadigm,1,2,Test:23 of 24 (Try #1) 0 started,
08-04-2021 14:40:16,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:40:16,MemoryParadigm,1,2,Test:23 of 24Try #1 0 ended,
08-04-2021 14:40:17,MemoryParadigm,1,2,Test:24 of 24 (Try #0) 0 started,
08-04-2021 14:40:17,MemoryParadigm,1,2,Mouse clicked,
08-04-2021 14:40:17,MemoryParadigm,1,2,Test:24 of 24Try #0 0 ended,
