TimeStamp,expName,SubjectID,Session,Event
08-04-2021 14:29:08,MemoryParadigm,1,1,Test Instruction (Screen 1) 0 started,
08-04-2021 14:29:09,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:09,MemoryParadigm,1,1,Test Instruction (Screen 1) 0 ended,
08-04-2021 14:29:09,MemoryParadigm,1,1,Test Instruction (Screen 2) 0 started,
08-04-2021 14:29:09,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:09,MemoryParadigm,1,1,Test Instruction (Screen 2) 0 ended,
08-04-2021 14:29:09,MemoryParadigm,1,1,Test Instruction (Screen 3) 0 started,
08-04-2021 14:29:09,MemoryParadigm,1,1,Instruction shown (Third screen),
08-04-2021 14:29:10,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:10,MemoryParadigm,1,1,Test Instruction (Screen 3) 0 ended,
08-04-2021 14:29:10,MemoryParadigm,1,1,Practice try#0 0 started,
08-04-2021 14:29:11,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:11,MemoryParadigm,1,1,Practice try#0 0 ended,
08-04-2021 14:29:11,MemoryParadigm,1,1,Play Practice Again Screen 0 started,
08-04-2021 14:29:11,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:11,MemoryParadigm,1,1,Play Practice Again Screen 0 ended,
08-04-2021 14:29:11,MemoryParadigm,1,1,Practice try#0 0 started,
08-04-2021 14:29:12,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:12,MemoryParadigm,1,1,Practice try#0 0 ended,
08-04-2021 14:29:12,MemoryParadigm,1,1,Practice Success Screen 0 started,
08-04-2021 14:29:13,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:13,MemoryParadigm,1,1,Practice Success Screen 0 ended,
08-04-2021 14:29:13,MemoryParadigm,1,1,Test:1 of 24 (Try #0) 0 started,
08-04-2021 14:29:13,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:13,MemoryParadigm,1,1,Test:1 of 24Try #0 0 ended,
08-04-2021 14:29:14,MemoryParadigm,1,1,Test:2 of 24 (Try #0) 0 started,
08-04-2021 14:29:14,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:14,MemoryParadigm,1,1,Test:2 of 24Try #0 0 ended,
08-04-2021 14:29:15,MemoryParadigm,1,1,Test:3 of 24 (Try #0) 0 started,
08-04-2021 14:29:15,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:15,MemoryParadigm,1,1,Test:3 of 24Try #0 0 ended,
08-04-2021 14:29:16,MemoryParadigm,1,1,Test:4 of 24 (Try #0) 0 started,
08-04-2021 14:29:16,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:16,MemoryParadigm,1,1,Test:4 of 24Try #0 0 ended,
08-04-2021 14:29:17,MemoryParadigm,1,1,Test:5 of 24 (Try #0) 0 started,
08-04-2021 14:29:19,MemoryParadigm,1,1,Mouse clicked,
08-04-2021 14:29:19,MemoryParadigm,1,1,Test:5 of 24Try #0 0 ended,
